PolicyID,CustomerName,PolicyType,StartDate,PremiumAmount
10530,Megan Lane,Life,2023-07-12,2634.75
10531,Oscar Kennedy,Home,2020-07-08,2494.83
10532,Heather Morris,Auto,2024-09-28,2999.24
10533,Christy Mckenzie,Life,2022-11-10,2990.92
10534,Madison Campbell,Health,2021-06-29,1799.67
10535,Gina Hansen,Home,2024-10-03,2376.27
10536,Samuel Nelson,Health,2025-03-06,2850.87
10537,Anthony Gill,Health,2024-03-29,2594.05
10538,Lisa Watson,Life,2021-01-19,967.84
10539,Tommy White,Auto,2023-02-08,1516.47
10540,Philip Edwards,Health,2020-11-30,648.73
10541,Karen Sampson,Life,2022-03-24,2875.94
10542,Heather French,Home,2022-03-10,1936.67
10543,Patricia Villegas,Health,2025-05-24,917.34
10544,Sabrina Hartman,Home,2023-06-12,2113.59
10545,Jessica Gonzalez,Life,2022-10-08,1968.95
10546,Natalie Stevenson,Life,2024-02-24,1267.04
10547,Sarah Montoya,Life,2020-08-14,606.61
10548,Mitchell Bauer,Life,2021-02-02,2113.25
10549,Katherine Marshall,Life,2021-06-09,1704.83
10550,Ryan Curry DDS,Auto,2022-06-12,2385.26
10551,Christopher Robinson,Home,2022-02-28,1704.44
10552,Karen Sanchez,Auto,2022-09-10,2600.89
10553,Drew Davis,Home,2021-10-26,1790.15
10554,Erica Moore,Health,2024-06-30,1814.53
10555,Christian Galloway,Health,2024-03-10,2666.96
10556,Zachary Lewis,Home,2025-04-27,1389.4
10557,Gabriel Peterson,Health,2022-12-10,661.84
10558,Derek Bowman,Health,2024-08-21,377.71
10559,Denise Moore,Health,2025-02-06,2338.87
10560,Nicholas Lin,Auto,2023-06-19,1974.84
10561,Linda Rosario,Auto,2024-08-23,2201.02
10562,Frederick Maldonado,Life,2021-07-11,875.0
10563,Amber Edwards,Home,2025-04-05,668.2
10564,Cindy Smith,Health,2022-06-17,339.27
10565,Molly Meyers,Home,2022-01-31,1246.59
10566,Andrew Taylor,Life,2024-02-29,1892.78
10567,Michael Deleon,Life,2023-05-12,1359.06
10568,Jessica Curry,Health,2024-10-20,1481.18
10569,William Hamilton,Life,2021-11-18,2741.23
10570,Timothy Frost,Health,2021-11-01,1240.29
10571,Tanya Townsend,Life,2021-09-21,1687.77
10572,Joseph Weber,Life,2022-07-21,2415.86
10573,Michael Reynolds,Health,2023-05-26,1370.67
10574,Mark Lopez,Life,2023-01-20,1979.63
10575,Jesse Smith,Life,2024-05-05,2628.38
10576,Edgar Watson,Life,2020-07-27,2863.71
10577,Madeline Combs,Home,2025-03-04,697.1
10578,Micheal Mcfarland,Auto,2024-02-28,2801.79
10579,Brian Soto,Home,2025-04-02,1628.71
10580,William Thomas,Life,2021-08-15,997.26
10581,Anthony Schroeder MD,Auto,2024-12-31,1539.67
10582,Judy Morrow,Home,2021-09-02,2946.09
10583,James Brennan,Home,2021-07-17,1630.07
10584,Bethany Glenn,Home,2022-01-28,1187.63
10585,Jeffrey Chavez,Health,2021-10-25,2010.18
10586,Brad Boyle,Life,2024-02-17,948.39
10587,Jason Leon,Life,2024-03-06,504.83
10588,Gary Young,Auto,2025-06-06,647.98
10589,Kathryn Fry,Home,2023-06-17,645.72
10590,Patrick Baker,Life,2025-02-01,710.14
10591,Monica Walton,Home,2023-12-16,674.83
10592,Brittney Reyes,Life,2025-04-08,2030.36
10593,Alexandra Young,Home,2023-03-31,791.08
10594,Alexis Lester,Life,2022-06-02,1233.3
10595,Jeremy Fields,Auto,2021-04-06,2721.33
10596,Breanna Garcia,Home,2020-11-05,1579.7
10597,Jordan Moody,Life,2020-10-14,2102.41
10598,Elizabeth Brown,Auto,2024-11-17,765.26
10599,Lauren Marquez,Auto,2024-07-23,819.18
10600,Pamela Rose,Life,2023-01-05,410.35
10601,Jennifer Garner,Home,2023-11-13,756.12
10602,Keith Thomas,Health,2023-10-11,1052.19
10603,Dylan Harris,Auto,2022-03-23,777.93
10604,Justin Moss,Auto,2023-03-22,539.5
10605,Richard Hurley Jr.,Life,2024-02-09,625.72
10606,Kathleen Brown,Health,2022-05-22,1544.1
10607,Jaime Smith,Health,2023-05-20,857.1
10608,Tony Johnson,Health,2022-09-08,1283.53
10609,Rebecca Hawkins,Life,2024-09-01,1659.23
10610,Crystal Kennedy,Home,2023-10-04,2164.07
10611,David Smith,Auto,2022-01-02,406.14
10612,Carrie Johnson,Life,2024-05-10,2458.41
10613,Sheri Williams,Health,2022-07-23,1995.33
10614,Travis Davis,Auto,2022-08-24,520.75
10615,Cheryl Perez,Auto,2022-01-08,2658.66
10616,Amy Morris,Health,2023-02-10,2786.36
10617,Craig Love,Health,2022-02-07,464.91
10618,Kim Russell,Auto,2021-10-31,1047.57
10619,Ashley Vance,Auto,2022-05-29,2476.74
10620,Madison Phelps,Home,2023-12-15,2320.3
10621,John Barr,Home,2025-01-18,798.21
10622,Jose Velez,Life,2021-04-30,865.24
10623,Katelyn Mcdonald,Auto,2023-03-21,1300.27
10624,Michelle Robertson,Home,2021-07-18,1608.21
10625,Brad Byrd,Auto,2022-05-30,1969.29
10626,Steven Washington,Health,2025-04-19,1296.07
10627,Mrs. Pamela Lee,Home,2024-11-19,1548.84
10628,James Bailey,Health,2022-11-15,2318.17
10629,Trevor Perez,Health,2020-07-19,399.04
10630,Mark Chambers,Health,2023-08-06,981.58
10631,Melissa Rowe,Life,2021-05-24,2226.04
10632,Joshua Barker,Health,2024-08-15,2717.06
10633,Shawn Santos,Life,2023-11-08,1681.53
10634,Jamie Nguyen,Auto,2022-03-20,1736.71
10635,Mr. Dustin Long,Auto,2024-10-17,589.36
10636,Sarah Hill,Home,2021-12-26,1508.01
10637,Rachel Ferguson,Home,2022-09-13,1738.07
10638,Kristin George,Life,2022-03-12,954.67
10639,Nathan Lewis,Auto,2021-03-17,1026.96
10640,Kenneth Walters,Home,2020-11-22,1318.67
10641,Martin Mccall,Home,2023-05-07,354.19
10642,James Roberson,Home,2022-10-31,1169.61
10643,Sheila Morgan,Auto,2023-01-31,870.91
10644,Natalie Brown,Home,2022-01-22,1184.24
10645,Alexander Miller,Auto,2024-03-29,623.36
10646,Emily Rhodes,Health,2021-01-10,2704.42
10647,Keith Ramos,Health,2022-01-14,1902.7
10648,Cody Cruz,Health,2023-03-14,2133.58
10649,Sarah Schultz,Life,2025-01-14,2430.76
10650,Shawn Barnes,Auto,2021-08-21,1645.79
10651,Brittney Pratt,Home,2022-05-13,534.68
10652,Thomas Schwartz,Life,2022-12-28,1750.19
10653,Arthur Mendoza,Life,2023-05-17,1884.47
10654,Brandon Mathis,Health,2021-09-22,2312.69
10655,Theresa Drake,Auto,2023-05-16,1465.48
10656,Michael Fuller,Home,2023-02-15,644.47
10657,Nancy Miller,Life,2020-09-05,1066.19
10658,Thomas Dillon,Home,2021-08-02,1280.32
10659,Rachel Morton,Health,2023-03-07,2043.98
10660,Gabriel Frederick,Auto,2023-10-23,1841.1
10661,Kyle Velez,Home,2025-05-04,1261.46
10662,Andrew Underwood,Home,2021-04-12,2963.59
10663,Michael Hutchinson,Life,2023-04-18,1935.59
10664,Larry Watts,Home,2022-08-27,940.51
10665,Denise Parks,Auto,2021-04-11,574.81
10666,Samantha Hayes,Auto,2024-10-19,712.72
10667,Daniel Hill,Home,2022-04-10,964.09
10668,Joseph Sims,Life,2025-03-28,733.84
10669,Mary Carter,Life,2023-01-13,803.73
10670,Michael Williams,Health,2024-04-27,1069.76
10671,Benjamin Faulkner,Auto,2021-09-30,768.11
10672,Timothy Brandt,Health,2020-11-17,2721.27
10673,Vanessa Mayo,Life,2022-02-27,516.63
10674,Nathan Burton,Health,2022-05-03,1716.18
10675,Mr. Joel Jacobs DDS,Life,2023-12-13,1408.07
10676,Sean Ortega,Health,2020-12-14,2952.42
10677,Sharon Smith,Health,2020-09-02,602.51
10678,Melissa Johnson,Auto,2024-05-07,1374.21
10679,Chloe Taylor,Auto,2021-06-22,2917.57
10680,William Johnson,Health,2023-03-20,2636.87
10681,Rebecca Smith,Life,2021-08-27,2506.09
10682,Whitney Leonard,Life,2022-03-21,996.34
10683,Theresa Jenkins,Auto,2023-10-01,761.4
10684,Matthew Vincent,Auto,2023-10-09,2105.34
10685,Lisa Ruiz,Home,2023-12-25,2809.32
10686,Samantha Pierce,Auto,2020-10-12,1803.26
10687,Robert Spence,Life,2021-05-18,1843.35
10688,Spencer Rodriguez,Auto,2022-05-14,1055.94
10689,James Bell,Home,2021-01-09,2377.63
10690,Richard Sherman,Health,2022-12-16,805.02
10691,Michael Johnson,Health,2020-07-19,1173.93
10692,Stephen Spears,Life,2023-01-01,1448.68
10693,Jennifer Wilson,Home,2020-07-02,1670.55
10694,Courtney Webb,Health,2023-02-26,954.51
10695,Larry Rogers,Health,2025-01-24,610.06
10696,Barbara Torres,Auto,2024-06-20,1948.67
10697,Anthony Mays,Health,2025-01-03,1079.3
10698,Andre Parks,Life,2024-02-09,1869.34
10699,Jason Roberts,Health,2022-12-18,716.78
10700,Sergio Skinner,Life,2025-04-06,1599.08
10701,Scott Williams,Life,2021-08-04,1737.99
10702,Janet Cook,Auto,2023-12-08,439.92
10703,Terry Oconnor,Home,2021-01-05,1208.83
10704,Brett Johnson,Life,2025-01-24,662.92
10705,Stefanie Benson,Health,2025-06-01,471.11
10706,Amanda Moore MD,Health,2020-11-02,2972.89
10707,Derek Blanchard,Life,2022-08-09,1170.36
10708,Joshua Blake,Health,2022-12-30,2486.66
10709,Andrew Wu,Auto,2024-02-08,987.53
10710,Trevor Powell,Health,2021-02-26,2140.06
10711,Lisa Pollard,Auto,2020-12-06,2352.62
10712,Christina Hernandez,Life,2023-04-18,1908.22
10713,Jennifer Thompson,Life,2023-09-19,1573.26
10714,Jeffrey Medina,Life,2022-11-16,1411.97
10715,Gary Tran,Auto,2020-11-07,1241.94
10716,Tyler Montoya,Health,2020-07-08,2809.73
10717,Andrea Robinson,Auto,2021-09-08,2542.67
10718,Craig Mcbride,Health,2022-03-08,2905.57
10719,Kayla Cabrera,Health,2023-09-08,635.6
10720,James Wong,Auto,2024-05-30,2273.34
10721,Elizabeth Montgomery,Home,2022-01-05,2833.52
10722,Travis Harrell,Life,2020-10-16,789.33
10723,Andrew Hogan,Health,2025-01-30,479.54
10724,Willie Howell,Health,2021-09-18,2301.03
10725,Amanda Green,Auto,2021-01-10,1851.08
10726,Tyler Zamora,Home,2024-03-09,2572.94
10727,Maureen Martin,Life,2023-03-28,677.39
10728,Richard Smith,Home,2021-09-28,2447.22
10729,Charles Hall DDS,Life,2021-08-10,844.39
10730,James Mitchell,Health,2022-03-18,741.87
10731,Alicia Hobbs,Health,2024-09-29,743.52
10732,Dana Watson,Auto,2024-03-01,2499.35
10733,Ashley Escobar,Auto,2021-04-06,2096.03
10734,Vickie Alvarez,Home,2022-11-08,1712.28
10735,Jeffrey Martin,Home,2022-09-10,1268.84
10736,Wesley Perry,Life,2021-06-01,2668.44
10737,Zachary Johnson,Auto,2022-05-10,1359.6
10738,Brian Williams,Health,2021-03-25,2504.82
10739,Laura Clayton,Auto,2022-07-08,1485.66
10740,Susan Cannon,Home,2020-09-05,1317.75
10741,Carolyn Robinson,Auto,2022-07-12,1549.24
10742,Amber Cisneros,Health,2020-11-23,1113.72
10743,Megan Mccullough,Auto,2020-08-30,2318.55
10744,Charles Richardson,Home,2025-02-28,1657.35
10745,Sandra Jimenez,Health,2023-03-07,926.97
10746,Rodney Swanson,Life,2021-11-07,2728.85
10747,Jill Walker,Life,2025-02-26,1336.51
10748,Kylie Henderson,Health,2022-01-28,1767.59
10749,Thomas Swanson,Health,2022-10-27,2747.47
10750,Richard Rojas,Health,2023-06-27,1985.44
10751,James Gentry,Home,2024-08-28,615.62
10752,Mr. George Giles,Health,2024-02-16,2837.55
10753,Lisa Sandoval,Home,2021-09-14,1994.81
10754,Diamond Choi,Health,2024-02-28,1204.25
10755,Todd Perkins,Home,2021-12-26,676.03
10756,Blake Castillo,Home,2022-03-28,2443.87
10757,Andrew Johnson,Auto,2024-07-13,1974.2
10758,Stephanie James,Life,2023-08-26,1740.34
10759,Amanda Edwards,Health,2023-04-17,2713.51
10760,Maria Martin,Life,2022-12-09,2429.21
10761,Eric George,Life,2024-05-02,709.52
10762,Jack Monroe,Auto,2022-06-14,1141.65
10763,Robert Owen,Life,2023-07-02,970.92
10764,Zachary Perez,Life,2022-09-07,2308.65
10765,Larry Morris,Health,2022-08-19,390.54
10766,Michelle Booker,Home,2021-04-29,1838.7
10767,Jose Smith,Health,2022-10-17,2358.64
10768,Jason Hunter,Health,2022-06-01,2667.27
10769,Maria Griffin,Life,2023-01-27,1223.62
10770,Christopher Wagner,Life,2023-03-21,2517.39
10771,Dylan Davis,Health,2021-03-30,598.71
10772,Erin Oconnor,Health,2023-05-11,2585.42
10773,Ryan Moreno,Life,2023-09-05,644.22
10774,Andrew Moore,Home,2023-08-30,1372.68
10775,John Rodriguez,Home,2025-05-22,2452.7
10776,Ryan Bryant,Health,2024-02-13,704.78
10777,Anna Frederick,Home,2023-03-29,918.98
10778,Emily Garrett,Health,2021-11-16,2250.08
10779,John Villegas,Auto,2024-08-22,2244.1
10780,Gene Zimmerman,Life,2022-01-10,2031.1
10781,Jessica Brady,Health,2021-08-29,2173.66
10782,Andrew Rios,Health,2022-12-01,1765.36
10783,Lori Orr,Health,2021-06-05,979.86
10784,Sherri Hardy,Home,2020-11-26,1233.38
10785,Brandon Webb,Health,2020-08-21,790.31
10786,Christian Spears,Auto,2023-06-21,2752.82
10787,Robert Foster,Home,2023-10-24,1875.16
10788,Karl Hill,Life,2024-09-16,1382.3
10789,Melissa Ali,Auto,2024-09-03,1547.42
10790,Brian Smith,Health,2021-06-10,2857.67
10791,Kelli Wilson,Auto,2024-12-14,714.05
10792,Michael Trevino,Health,2023-09-10,1882.82
10793,Michael Meadows MD,Auto,2024-03-14,1665.9
10794,Anna Higgins,Home,2021-11-05,1950.93
10795,Dean Allen,Health,2021-03-15,348.9
10796,Michelle Orr,Home,2023-06-25,2654.73
10797,Nancy Chambers,Auto,2021-11-13,2816.72
10798,Betty Moreno,Health,2021-08-16,1825.86
10799,Mark Barnes,Life,2022-11-19,2180.96
10800,Ashley Holloway,Life,2022-05-28,2790.75
10801,Brian Lyons,Health,2021-03-04,2209.54
10802,Christine Tanner MD,Auto,2021-03-12,711.86
10803,David Lewis,Life,2022-10-23,1855.98
10804,Katie Carey,Health,2021-04-29,1938.13
10805,Claire Woods,Life,2025-01-15,1445.15
10806,Shannon Grimes,Health,2022-05-29,2288.4
10807,Deborah Griffith,Auto,2021-10-05,2822.79
10808,Wanda Floyd,Auto,2023-12-15,2799.03
10809,Terri Parker,Home,2022-12-20,1517.27
10810,Brandon Morgan,Life,2020-09-16,605.74
10811,William Townsend,Home,2021-04-21,2959.07
10812,Sharon Moon,Auto,2022-01-16,2565.02
10813,Duane Daniels,Health,2024-07-26,636.59
10814,Karl Schwartz,Auto,2021-06-22,2786.27
10815,Wendy Elliott,Auto,2021-03-20,2648.72
10816,Diana Klein,Health,2023-12-28,1700.86
10817,Christina Smith,Home,2025-05-13,1896.44
10818,Daniel Adams,Life,2023-04-22,1377.31
10819,Benjamin Ibarra,Auto,2021-01-27,447.86
10820,Zachary Williams,Auto,2021-03-21,1205.03
10821,Cindy Duke,Life,2022-05-05,2467.7
10822,Jessica Powell,Auto,2023-01-06,312.51
10823,Suzanne Mcdaniel,Life,2023-04-23,1200.45
10824,Jennifer Henry,Life,2021-10-15,1375.06
10825,Robert Martin,Life,2025-04-10,1750.97
10826,Sabrina Schultz,Health,2020-11-07,2783.61
10827,Justin Decker,Home,2021-08-19,1235.13
10828,Johnny Dickson,Home,2020-10-26,1236.77
10829,Destiny Scott,Health,2024-07-30,2291.25
10830,Alexandra Mitchell,Home,2024-10-01,1520.99
10831,Randall King Jr.,Home,2022-01-18,906.43
10832,Brian Moses,Home,2022-09-20,1521.59
10833,Laura Jackson,Auto,2022-05-27,680.31
10834,Dennis Beck,Health,2020-10-14,776.24
10835,Gina Austin,Home,2024-06-06,1645.59
10836,Gabrielle Thompson,Health,2024-08-11,1431.1
10837,Leon Anderson,Home,2024-09-06,2770.08
10838,Bradley Simmons,Home,2021-06-06,1278.46
10839,Linda Lewis,Health,2023-01-21,1867.59
10840,Craig Anderson,Life,2022-04-10,2007.11
10841,Russell Schmidt,Health,2023-12-24,335.36
10842,Jon Miller,Life,2022-09-15,2091.55
10843,Patricia Davis,Auto,2023-02-24,780.7
10844,Barbara Jones,Health,2024-01-17,2894.89
10845,Kimberly Peterson,Life,2021-01-07,701.39
10846,Thomas Moran,Home,2022-02-07,1419.49
10847,Kim Weber MD,Auto,2020-07-31,530.44
10848,Taylor Trevino,Health,2021-08-18,2991.56
10849,Eric Friedman,Life,2024-11-08,1655.93
10850,Veronica Nguyen,Life,2025-04-01,1907.54
10851,Cheyenne Mason,Health,2020-07-05,481.11
10852,Dylan Cruz,Life,2025-02-25,2324.89
10853,Cody Faulkner,Health,2024-07-05,866.75
10854,Christina Lamb,Life,2021-11-13,2724.75
10855,Kelly Smith,Home,2023-07-13,853.88
10856,Amanda Wagner,Health,2022-06-26,814.86
10857,Linda Fields,Health,2020-09-29,398.68
10858,Anita White,Auto,2021-02-19,1574.58
10859,Tracy Miller,Home,2022-10-07,1825.07
10860,Jessica Garcia,Health,2022-08-06,477.41
10861,James Perkins,Life,2023-12-14,2393.92
10862,Chris Gould,Life,2025-01-25,1523.88
10863,Kyle White,Life,2025-03-09,1715.85
10864,Joseph Jenkins,Auto,2024-08-10,1490.06
10865,Lisa Garrison,Health,2022-01-17,1382.06
10866,Catherine Foley,Life,2020-06-13,1811.03
10867,Emily Mendoza,Auto,2021-08-01,719.15
10868,Michael Dyer,Auto,2021-10-10,791.21
10869,Tracie Mcdowell,Health,2025-02-19,2626.82
10870,Gary Lee,Life,2023-02-17,2854.51
10871,Jeremy Valenzuela,Home,2022-04-19,1307.94
10872,Sherri Young,Life,2021-07-10,1031.01
10873,Christina Gill,Home,2021-04-28,2038.8
10874,Kristin Vincent,Home,2020-11-22,1403.58
10875,Megan Hester MD,Life,2025-03-25,368.54
10876,Nancy Summers,Home,2021-02-02,721.61
10877,Andrea Flynn,Auto,2024-11-06,2233.13
10878,Ryan Mills,Auto,2025-03-09,2079.09
10879,Trevor Walker,Life,2021-08-02,373.16
10880,Chad Francis,Health,2021-10-20,899.32
10881,Zachary Hamilton,Auto,2025-04-01,923.9
10882,Michael Mccarthy,Life,2023-04-14,2114.11
10883,Kayla Gregory,Home,2025-01-18,353.22
10884,Elizabeth Hunter,Auto,2021-03-14,581.09
10885,Patrick Johnson,Life,2021-08-18,2459.77
10886,Evelyn Greer,Life,2023-05-26,782.07
10887,David Evans,Health,2020-12-11,2062.41
10888,Daniel Gutierrez,Home,2023-08-29,943.09
10889,Victor Smith,Home,2024-04-23,568.49
10890,Michelle Turner,Home,2024-05-13,956.56
10891,Larry Reed,Life,2024-12-31,2250.12
10892,Amanda Malone,Life,2020-07-05,2610.38
10893,Holly Rubio,Home,2022-12-11,2541.59
10894,Donald Robinson,Life,2024-08-24,1372.4
10895,Jillian Cruz,Health,2020-11-06,2103.83
10896,Paul Hutchinson,Life,2022-09-17,853.46
10897,Matthew Jimenez,Life,2022-01-08,1091.5
10898,Sean Mcgee,Auto,2021-10-23,2720.11
10899,Elizabeth Guzman,Health,2023-11-04,335.11
10900,Paul Hill,Auto,2022-03-23,530.87
10901,Jacqueline Morgan,Home,2021-01-19,861.29
10902,David Fisher,Home,2021-07-21,371.64
10903,James Gonzales,Health,2022-05-05,789.88
10904,Justin Whitaker,Life,2024-04-10,1874.21
10905,Angela Wagner,Auto,2022-10-27,1437.85
10906,Monica Barnett,Health,2023-02-25,2710.21
10907,Joshua Silva,Auto,2022-04-30,2507.1
10908,Margaret Franklin,Life,2020-12-14,1222.91
10909,Christopher Cole,Auto,2023-03-11,1000.44
10910,Michael Mccormick,Health,2021-06-05,1325.17
10911,Ashley Cain,Life,2024-08-06,1893.8
10912,Natalie Zimmerman,Life,2023-04-13,1023.77
10913,Jose Vasquez,Health,2024-01-26,1985.2
10914,Ashlee Allen,Life,2024-03-05,1405.41
10915,Cindy Suarez,Auto,2022-12-10,1790.53
10916,Laura Rhodes,Home,2023-08-02,1477.54
10917,Andrew Oliver,Health,2021-07-08,1095.06
10918,Emily Sweeney,Auto,2021-06-25,2860.82
10919,Amy Jackson,Life,2025-01-20,2361.74
10920,Kristie Brown,Home,2021-04-15,678.31
10921,Anthony Parsons,Auto,2024-10-13,2644.86
10922,Jessica Williams,Health,2024-10-06,1616.06
10923,Stanley Edwards,Life,2021-10-25,2715.29
10924,Ashley Kelly,Health,2021-12-12,2459.61
10925,James Robbins,Auto,2020-10-02,1448.08
10926,Mr. Robert Ruiz,Home,2021-12-20,360.67
10927,Elizabeth Crane,Auto,2021-07-16,1025.43
10928,Scott White,Auto,2024-03-14,1762.41
10929,Terry Mendoza,Life,2021-03-23,2010.39
10930,Katelyn Vincent,Health,2024-05-28,996.3
10931,Veronica Massey,Auto,2021-12-16,676.26
10932,Isaiah Stewart,Auto,2021-07-03,2554.31
10933,David Thornton,Home,2023-05-28,2957.89
10934,Stephanie Mccann,Home,2022-08-06,1719.36
10935,Rebecca Brown,Health,2021-10-01,763.53
10936,Kelli Carter,Health,2024-01-05,1035.23
10937,Paula Marshall,Life,2023-03-09,349.65
10938,Sharon Smith,Health,2025-03-23,2768.61
10939,Sherri Rios,Home,2022-11-25,617.93
10940,Patrick Osborne,Health,2020-10-08,1856.59
10941,John Jimenez,Auto,2021-04-28,1039.95
10942,Michael Smith,Health,2021-02-12,1796.28
10943,Ricky Morris,Health,2021-09-02,2058.84
10944,Mario Olson,Life,2022-03-29,2540.3
10945,John Mcgee,Auto,2024-06-09,857.34
10946,Robert Whitehead,Life,2023-05-31,329.69
10947,Stephanie Hudson,Home,2023-10-07,669.59
10948,Casey Pierce,Health,2020-12-13,2730.05
10949,John Clark,Health,2023-03-21,2659.5
10950,Julie Graham,Home,2021-01-15,1913.02
10951,Ian Brennan,Life,2022-09-27,1921.4
10952,William Bowman,Auto,2020-09-25,2095.6
10953,Janet Marsh,Life,2023-11-01,773.5
10954,Emily Griffin,Life,2022-01-05,2768.91
10955,Katie Jacobs,Auto,2024-04-12,1430.68
10956,Julie Fisher,Health,2024-09-22,1334.47
10957,Deanna Kelley,Life,2022-03-12,1701.08
10958,Robin Sanchez,Home,2021-11-20,426.81
10959,Drew Davis,Auto,2022-07-22,748.97
10960,Emily Delacruz,Health,2021-06-23,2292.69
10961,Denise Graham,Auto,2024-09-21,523.56
10962,Jeffrey Miller,Home,2023-12-25,1928.51
10963,Amanda Gray,Auto,2022-04-01,962.44
10964,Paul Hamilton,Auto,2024-04-19,1351.1
10965,Melanie Pacheco,Life,2021-08-12,1079.47
10966,Dylan Collier,Home,2023-11-30,1260.32
10967,Adam Tucker,Home,2023-02-09,2241.42
10968,David Jordan,Home,2020-11-28,1102.23
10969,Amanda Wood,Auto,2023-02-21,1829.29
10970,Jon Vang,Home,2021-01-03,1585.34
10971,Marcia Case,Home,2025-03-09,2091.91
10972,Angie Morgan,Home,2021-11-11,2829.44
10973,Taylor Washington,Life,2023-02-15,2277.94
10974,Jonathan Hernandez,Home,2020-08-31,880.34
10975,Hayley Johnson,Auto,2022-05-02,384.19
10976,Todd Rodriguez,Life,2024-01-13,1008.11
10977,Theodore Lucas,Home,2020-10-04,1906.71
10978,Holly Sanchez,Home,2023-09-25,438.85
10979,Douglas James,Life,2024-05-04,1640.19
10980,Lee Reynolds,Home,2023-12-18,1911.48
10981,April Allison,Auto,2024-02-12,1202.46
10982,Tracy Hernandez,Auto,2020-12-28,2381.46
10983,David Mcdonald,Home,2020-10-11,587.82
10984,Joshua Rosales,Auto,2024-04-23,502.87
10985,Claire Barber,Life,2021-06-12,2266.11
10986,Melissa Jones,Home,2025-04-28,1637.83
10987,Sharon Contreras,Life,2024-07-13,2158.69
10988,Rhonda Bolton,Auto,2024-06-03,1474.03
10989,Amanda Ross,Home,2024-03-11,965.29
10990,Patrick Jimenez,Life,2022-05-14,2511.58
10991,Tyler Mora,Auto,2024-09-21,2458.42
10992,Alan Cox,Home,2022-06-25,2175.68
10993,John Ali,Health,2022-12-07,1034.79
10994,Joseph Collier,Auto,2021-03-02,1893.62
10995,Angela Robinson,Auto,2021-05-24,1274.63
10996,Carrie Chandler,Health,2023-09-29,547.27
10997,Joshua Jones,Health,2021-03-30,2776.75
10998,Lori Aguilar,Life,2020-12-28,669.41
10999,Tyler Mcpherson,Auto,2024-05-23,2865.64
11000,Brooke Anderson,Health,2022-07-02,1504.22
