ClaimID,PolicyID,CustomerName,PolicyType,PremiumAmount,StartDate,ClaimType,ClaimAmount,ClaimStatus,ClaimDate,AdjusterID,AdjusterName,Region
8fef436c-da01-457e-a1bd-0e0987596031,10914,Ashlee Allen,Life,1405.41,2024-03-05,Medical,178.54,Open,2024-03-05,33,Brian Marshall,South
d59d4a98-fe65-4b81-b26c-f8fcfeb6beaa,10107,Brooke Cox,Health,1408.03,2023-05-16,Medical,1374.2,Paid,2024-08-06,32,Michelle Hale,East
e984df60-b8bc-4038-9b57-c8d05921dc44,10294,Nancy Robinson,Home,1272.51,2022-02-21,Medical,1199.68,In Review,2022-11-28,29,Jamie Sanchez,South
b44f69c5-4061-4598-b23b-af650ccf1be6,10186,Kathleen Heath,Auto,2081.96,2020-08-31,Medical,1386.1,Paid,2020-09-25,37,Cristina Weiss,North
47b09b25-cc6b-48a3-a088-d2e699543bd5,10441,Bruce Lee,Health,529.06,2025-03-14,Theft,190.56,Closed,2025-03-21,15,Lisa Padilla,South
c1c6a57f-5535-48c4-a38a-642eccfeaa63,10146,Wanda Harris,Life,399.59,2024-09-10,Fire,122.95,Paid,2025-03-13,15,Lisa Padilla,South
370996cc-b488-4fa9-b6aa-b467ed92f1b0,10310,Sarah Jimenez,Life,1031.25,2020-07-19,Liability,743.28,Paid,2024-08-07,50,Eric Taylor,Central
89caf0a1-ac91-48f0-8199-2941982b3d5f,10696,Barbara Torres,Auto,1948.67,2024-06-20,Medical,1729.93,Denied,2024-10-25,50,Eric Taylor,Central
a72e845d-7517-4cad-8b8a-602c523f5bf3,10368,Christopher Graham,Home,2744.45,2022-01-13,Medical,1692.66,Denied,2023-09-03,8,Wendy Mccoy,Central
cefc82c3-7b79-4cbb-a1ed-a400d8b1c3a2,10976,Todd Rodriguez,Life,1008.11,2024-01-13,Liability,296.34,Paid,2025-03-18,50,Eric Taylor,Central
0887b46d-3e4f-4a0e-af74-01b0c940f039,10114,Thomas Gonzalez,Auto,2481.93,2021-02-18,Liability,1004.71,Closed,2022-02-13,24,Melinda Moody,South
49b57bb9-8307-4e1e-bdb1-5cd99072f050,10726,Tyler Zamora,Home,2572.94,2024-03-09,Liability,1198.72,Closed,2024-12-12,3,James Guzman,East
a305b55f-d63d-42f9-809f-4c5dee89f1fa,10484,Amy Dyer,Auto,1994.41,2024-06-15,Medical,1874.04,Denied,2024-12-18,28,Kimberly Jennings,North
4de9301c-ae61-47d7-afe8-30203579a6d7,10400,Cathy Brown,Health,2337.27,2020-09-26,Theft,436.33,In Review,2023-07-26,42,Dean Richardson,Central
363dae07-e2b7-4aef-90d0-8f02d5fda3dd,10919,Amy Jackson,Life,2361.74,2025-01-20,Accident,2220.51,Paid,2025-02-20,3,James Guzman,East
590ac46e-6e1b-4351-bd32-745b42b7a37c,10199,John Webb,Auto,2695.13,2024-09-27,Medical,1999.93,Paid,2025-01-11,6,Annette Knox,South
a05d6238-e7b2-46d9-9e13-e46235d872f0,10528,Anna Miller,Health,1038.2,2021-07-27,Medical,104.16,Closed,2023-10-15,8,Wendy Mccoy,Central
a39aa348-e22b-4c80-a0a4-8fc7beece465,10845,Kimberly Peterson,Life,701.39,2021-01-07,Accident,193.62,Paid,2021-01-15,48,Carol Martin,West
92c4532d-6bc5-49b4-9c94-fceacacbb924,10207,Philip Delgado,Life,573.97,2021-08-22,Liability,354.7,In Review,2023-12-12,46,Christopher Johnson,Central
4ec20b2f-df2f-495f-abb6-6853fa2cf88e,10035,Sandy White,Auto,2907.21,2024-09-10,Liability,704.26,In Review,2025-03-20,11,Tony Randall,West
f440c92c-ea9b-4483-a87c-7b42e8ed81bb,10518,Kevin Fernandez,Auto,2488.49,2024-01-29,Liability,601.11,Paid,2025-03-29,14,Maria Jones,North
d810f3ce-4fd5-41c0-8628-0034ab76eb9b,10927,Elizabeth Crane,Auto,1025.43,2021-07-16,Accident,497.81,Closed,2021-08-19,37,Cristina Weiss,North
9e9ace90-32fa-4c87-9b65-465c037fd5de,10155,Rebecca Pena,Life,2961.26,2024-05-15,Fire,2857.74,Denied,2024-05-22,39,Fred Glenn,North
027435e8-5508-4071-96f6-bb42b4a5c5e6,10723,Andrew Hogan,Health,479.54,2025-01-30,Liability,55.48,Paid,2025-03-28,46,Christopher Johnson,Central
c4601737-15a8-4585-8a32-18a7f7da5842,10156,Matthew Pineda,Health,953.55,2024-11-05,Fire,426.76,Paid,2024-12-03,18,Joshua Wilson,Central
13567309-8163-4a2a-af20-8b8fccda8ef8,10989,Amanda Ross,Home,965.29,2024-03-11,Liability,145.11,Open,2024-09-28,44,Andrea Turner,North
6349c1cd-a3a0-4f4d-b615-11f2abcfc1ea,10294,Nancy Robinson,Home,1272.51,2022-02-21,Theft,1264.38,Paid,2024-06-03,49,Kimberly Daugherty,North
9cefb03e-6943-48a6-9827-c2f6cf94c1cd,10367,Sherry Thompson,Home,2895.21,2022-05-27,Medical,1686.15,Open,2022-11-03,18,Joshua Wilson,Central
1c275eab-7c5d-49c2-aaf1-8d2f77dc0225,10647,Keith Ramos,Health,1902.7,2022-01-14,Accident,906.89,In Review,2025-05-19,9,Ricardo Cook,North
c80706d0-737e-4565-ae35-f2f5e41d6cc1,10275,Lori Morgan,Auto,1680.62,2020-07-07,Accident,950.06,Paid,2022-04-24,21,Thomas Fitzgerald,South
abcf9da0-e5d8-4e77-9fce-ab96d5fd465c,10453,Seth Santiago,Auto,1445.4,2025-04-17,Accident,1007.57,Closed,2025-04-19,44,Andrea Turner,North
4939f96a-b846-40e0-80ec-8ad1156a66e8,10131,Justin Jenkins,Home,1427.01,2020-11-20,Medical,863.2,Paid,2024-09-01,37,Cristina Weiss,North
11ca3b95-53a1-429a-93e2-08622acd9325,10084,Carlos Davis,Health,471.61,2020-11-18,Fire,379.36,In Review,2025-04-24,25,Rebecca Ayala,West
a7de4e23-89e9-4012-bc4c-a3af728eb244,10391,Fernando Gutierrez,Auto,2974.36,2021-08-26,Medical,425.65,Paid,2023-03-25,50,Eric Taylor,Central
2bfa2dd7-fb5a-44ca-8bd4-48b7758ad05b,10549,Katherine Marshall,Life,1704.83,2021-06-09,Theft,242.42,Paid,2022-03-28,48,Carol Martin,West
9001d603-05b5-4caf-82b7-d3924eff7209,10219,Richard Walker,Auto,2054.01,2021-05-09,Fire,336.08,In Review,2025-04-08,24,Melinda Moody,South
074fc9c5-1628-47a8-b6fa-9ee7abcaa51f,10265,Angela Wallace,Home,2668.91,2024-03-08,Medical,1731.79,Open,2025-02-18,21,Thomas Fitzgerald,South
e992d425-0dfc-40e0-9685-46883b318ebb,10611,David Smith,Auto,406.14,2022-01-02,Liability,405.14,Paid,2024-12-06,50,Eric Taylor,Central
16eb8709-1b7f-48d1-bffc-d9d74b3b4db0,10855,Kelly Smith,Home,853.88,2023-07-13,Theft,816.65,In Review,2023-10-23,30,Kayla Cox,West
ac768bb4-37e4-400e-b64a-aa8d3a825c2e,10383,Eric Clark,Auto,1998.15,2024-10-09,Fire,551.62,Closed,2025-05-07,35,Dr. Frederick Thomas,East
8ead9c21-dc84-43ca-a4ae-4659cfb4c893,10146,Wanda Harris,Life,399.59,2024-09-10,Medical,311.87,Paid,2025-05-23,28,Kimberly Jennings,North
a146380d-11f5-4b12-bc03-86cde4923b6b,10755,Todd Perkins,Home,676.03,2021-12-26,Accident,382.65,Paid,2022-04-22,21,Thomas Fitzgerald,South
faf0ff42-81fa-41f6-aef6-c8d5b1dbee8f,10392,Sarah Ward,Health,1414.07,2024-02-26,Fire,745.42,Paid,2024-03-13,37,Cristina Weiss,North
fa08f0a3-4fae-45f8-b056-3a20550ad043,10027,Lindsey Smith,Home,839.12,2023-01-07,Accident,130.58,Denied,2024-06-20,32,Michelle Hale,East
6de4ee18-26b9-459d-8721-85f6f3f1661f,10035,Sandy White,Auto,2907.21,2024-09-10,Fire,732.3,Closed,2025-03-16,49,Kimberly Daugherty,North
10537df9-30ac-4ee2-b2d7-a02d4902a221,10542,Heather French,Home,1936.67,2022-03-10,Theft,1009.42,Paid,2024-03-26,41,Nichole Hill,East
aea80a6e-c260-482a-9b11-61fc03fcf67c,10306,Jacob Hale,Auto,2934.8,2024-02-19,Medical,1139.98,Paid,2024-12-02,11,Tony Randall,West
b5aab7a0-b096-4aea-a389-fbdff2388fb4,10150,James Johnson,Home,1052.35,2022-12-23,Medical,939.89,Paid,2023-12-09,28,Kimberly Jennings,North
e51f6a07-9d89-4d23-8fac-6b6ee7431127,10721,Elizabeth Montgomery,Home,2833.52,2022-01-05,Accident,1224.09,Open,2023-09-03,9,Ricardo Cook,North
b8140017-a115-452e-9168-65b3927d1747,10769,Maria Griffin,Life,1223.62,2023-01-27,Fire,628.49,Paid,2024-04-13,18,Joshua Wilson,Central
f00a132a-08af-4117-ad41-cad72612282c,10043,Stephen Sullivan,Life,392.85,2022-09-23,Theft,375.7,In Review,2024-06-24,17,Curtis Tran,Central
8af69429-4b82-4176-82af-a3856e905893,10102,Todd Daniels,Home,2018.31,2022-05-27,Theft,1024.08,Paid,2023-03-22,42,Dean Richardson,Central
4426ae6a-8eb4-4943-8f46-157389ed7ddd,10439,Stephen Cooper,Health,2206.85,2025-03-23,Accident,1738.3,Paid,2025-04-08,41,Nichole Hill,East
e2b41762-9d9f-4aa7-85af-ae6c0554099c,10748,Kylie Henderson,Health,1767.59,2022-01-28,Fire,221.9,In Review,2022-09-26,49,Kimberly Daugherty,North
98cba88b-c1ab-4da3-b214-f40efe8dffaf,10935,Rebecca Brown,Health,763.53,2021-10-01,Accident,414.59,Paid,2023-10-09,6,Annette Knox,South
1e446949-f7c8-4427-a83e-96593f8583bb,10077,Heidi Floyd,Life,2382.43,2020-09-04,Theft,1442.68,Paid,2021-03-02,31,Jennifer Potter,East
c2da26e6-07a1-4a22-94a9-7bbaf10fb125,10150,James Johnson,Home,1052.35,2022-12-23,Theft,480.26,Paid,2024-12-08,15,Lisa Padilla,South
d4e1407b-f974-4297-8ffb-84f5b0ff9941,10037,Tanya Rice,Life,1122.46,2022-09-29,Liability,1043.45,In Review,2024-02-21,1,Jason Olson,North
31bad661-6740-4f61-9ad6-f14fd99e5dce,10372,Crystal Woodard,Home,349.2,2021-10-07,Theft,268.57,In Review,2023-11-25,8,Wendy Mccoy,Central
2d235399-6e9d-4c9d-bfb0-dec28d7bd79e,10744,Charles Richardson,Home,1657.35,2025-02-28,Medical,304.4,In Review,2025-05-03,31,Jennifer Potter,East
bd50dc9b-dccc-4961-b0f0-095d6ae21cb3,10843,Patricia Davis,Auto,780.7,2023-02-24,Theft,370.59,Paid,2023-04-03,6,Annette Knox,South
cd2c54ad-e75d-4ce2-b4b3-9883dfb6fc9c,10437,Luke Nunez,Life,496.46,2021-08-23,Theft,228.09,Paid,2024-05-22,24,Melinda Moody,South
1bd8f4c8-2bde-4f69-9db1-a93991b93098,10381,David Herrera,Home,619.05,2020-10-05,Fire,467.4,Paid,2022-05-13,50,Eric Taylor,Central
00ccdafa-086a-433c-9530-4806a52ac878,10875,Megan Hester MD,Life,368.54,2025-03-25,Accident,137.57,In Review,2025-05-29,44,Andrea Turner,North
6df53429-775f-4914-bdb6-2a2bf6862d7d,10072,Lisa Nash,Health,836.53,2021-04-19,Accident,663.59,Paid,2025-02-09,37,Cristina Weiss,North
8c2b9826-a000-408b-86bb-55bff33e6c53,10406,Matthew Williams,Home,2717.91,2020-07-16,Theft,2385.79,In Review,2024-02-23,11,Tony Randall,West
e18fe036-3bb3-4c5f-ac3c-a5399ac06f40,10565,Molly Meyers,Home,1246.59,2022-01-31,Medical,684.43,Paid,2022-08-10,14,Maria Jones,North
ed446c00-478e-4027-9846-64d83448c4a6,10336,Kelly Mills,Life,409.97,2024-02-24,Accident,229.75,Open,2024-11-30,40,Xavier George,East
91dcc311-26a6-426d-957b-d1b58f2c192b,10130,Leslie Mcconnell,Health,1679.02,2023-12-17,Medical,984.15,Closed,2024-03-10,6,Annette Knox,South
901b0dbc-bcdf-401f-8d1d-07f859dbede0,10536,Samuel Nelson,Health,2850.87,2025-03-06,Theft,2275.12,Paid,2025-05-31,8,Wendy Mccoy,Central
e2917561-4839-49eb-9c83-8b8ebd7f3e9e,10500,Kimberly Smith,Life,2962.77,2023-09-04,Liability,2649.36,In Review,2025-05-13,23,Jesse Robertson,West
96f486cb-0639-4bab-8a8d-4d52d76a6ddc,10058,Scott Foster,Health,829.15,2022-08-14,Medical,185.82,Paid,2022-08-20,9,Ricardo Cook,North
42868d72-1759-4440-bb96-3f2fc1cdeb4c,10111,Sally Horne,Home,1082.33,2024-01-03,Accident,305.81,Paid,2025-04-06,6,Annette Knox,South
284a8680-2392-4430-9e46-8ce0db3666f5,10930,Katelyn Vincent,Health,996.3,2024-05-28,Accident,693.37,Denied,2025-03-19,39,Fred Glenn,North
9284a8ad-0c4b-4239-aa3c-bf235f0f59bc,10221,Julie Washington,Life,2075.55,2020-09-08,Liability,898.2,Paid,2023-09-28,45,Samantha Cohen,West
4ad4c8a3-9295-41fc-8c37-94f9b03c5bfb,10865,Lisa Garrison,Health,1382.06,2022-01-17,Theft,542.74,Closed,2023-09-20,43,Kimberly Miranda,East
8585eb06-6b91-4e5d-bbce-d9dc57d5894c,10574,Mark Lopez,Life,1979.63,2023-01-20,Fire,1861.42,Paid,2023-07-31,39,Fred Glenn,North
fbc7e9a4-900c-4cee-a8ed-5a58102a7a64,10196,Catherine Cooke,Auto,1242.87,2022-12-21,Liability,735.77,Paid,2024-02-27,26,Megan Salinas,Central
212ba6ba-af9d-42a7-9fea-e1da720c2b84,10034,Lisa Fitzgerald,Life,2861.99,2024-12-17,Fire,2282.03,In Review,2025-02-21,16,Taylor Blevins,South
c2b696cb-b55a-458a-b1f8-42d119849e1b,10744,Charles Richardson,Home,1657.35,2025-02-28,Medical,1353.2,Paid,2025-03-13,16,Taylor Blevins,South
ab4749dc-64ec-4392-a184-216cf0cfff85,10944,Mario Olson,Life,2540.3,2022-03-29,Medical,1828.84,In Review,2022-04-06,5,Ryan Kelley,South
8715ae9f-79ad-441f-86ee-7c2133020f95,10087,Samuel Myers,Life,2269.94,2023-11-15,Liability,1307.53,Closed,2024-08-24,1,Jason Olson,North
0c01e205-797c-42c1-a002-b0ba3127dbac,10780,Gene Zimmerman,Life,2031.1,2022-01-10,Fire,703.92,Open,2024-02-25,9,Ricardo Cook,North
2ffd17c5-922b-4c34-98e1-47e5b2425c91,10780,Gene Zimmerman,Life,2031.1,2022-01-10,Medical,751.74,Closed,2022-09-01,37,Cristina Weiss,North
4285b865-deba-4c71-adb6-15382ec23a09,10814,Karl Schwartz,Auto,2786.27,2021-06-22,Medical,2618.27,Paid,2022-05-04,44,Andrea Turner,North
1641e367-5d87-4a04-81c0-f72f8a28101c,10489,Stacey Meyers,Auto,2866.11,2021-07-01,Accident,825.51,Closed,2022-01-28,50,Eric Taylor,Central
c201a714-ef59-4e58-ab30-dbf2d5cf203f,10467,Laura Villa,Life,1071.42,2020-10-29,Theft,186.61,Paid,2021-04-19,5,Ryan Kelley,South
76d9bc3d-d797-4e50-abc1-18b26d9560bb,10008,Frances Jones,Auto,2638.68,2021-09-17,Theft,463.59,Paid,2023-06-22,3,James Guzman,East
2ee94aff-ea94-43bb-a691-55f23ffab480,10698,Andre Parks,Life,1869.34,2024-02-09,Theft,1654.21,Open,2024-09-11,26,Megan Salinas,Central
5a225be2-4c02-4ac5-9929-2d0cd5b4579a,10205,Kenneth Johnson,Life,1937.36,2020-10-08,Liability,785.8,Paid,2024-05-17,46,Christopher Johnson,Central
1db7b9ab-05d9-4d4b-a6ab-f8ecc78e0730,10143,Angie Mendoza,Auto,1642.57,2022-06-24,Liability,305.09,Closed,2024-11-04,28,Kimberly Jennings,North
454d8668-5c81-4ab2-965c-dd7aedba9b37,10570,Timothy Frost,Health,1240.29,2021-11-01,Medical,176.89,Paid,2024-10-28,35,Dr. Frederick Thomas,East
b4f7a05b-322e-4d6a-8cfe-532199692e03,10864,Joseph Jenkins,Auto,1490.06,2024-08-10,Liability,658.47,In Review,2024-08-26,18,Joshua Wilson,Central
e8c7a346-2d1e-45a8-94f1-264ff96d5627,10253,David Allen,Life,2598.07,2021-12-28,Theft,1370.76,Paid,2023-04-25,33,Brian Marshall,South
eed045bb-b1b1-4c75-b3bc-b16805229141,10135,Kevin Powers,Auto,2845.86,2024-12-06,Accident,2759.06,Open,2025-01-22,10,Megan Johnson,Central
34a729cc-7046-4cc7-a273-e15081b3a8df,10092,Krystal Palmer,Auto,2225.76,2023-11-19,Liability,385.75,Paid,2024-03-27,38,Stephen Wilson,West
e6f17a4f-b4f1-4ab5-985d-abc7b521d4b3,10969,Amanda Wood,Auto,1829.29,2023-02-21,Theft,289.76,Paid,2024-07-18,28,Kimberly Jennings,North
64834a50-b1e2-4d7e-8d49-776dc9161176,10494,Lori Wiley,Home,807.93,2024-04-15,Accident,182.14,Paid,2024-10-29,6,Annette Knox,South
04bf0634-9f0d-4c9c-b831-a17637f59c62,10975,Hayley Johnson,Auto,384.19,2022-05-02,Medical,283.47,Paid,2025-02-20,40,Xavier George,East
838a5667-4796-4a69-8492-eea62ea36465,10585,Jeffrey Chavez,Health,2010.18,2021-10-25,Liability,1758.66,Paid,2022-06-03,43,Kimberly Miranda,East
615ef26b-3e54-4c7a-b42e-c80c9f14c3d0,10021,Daniel Hill,Home,1952,2021-03-28,Accident,300.55,Paid,2025-03-22,46,Christopher Johnson,Central
11a68bcf-2cb1-421d-bd8c-be0477cdb450,10935,Rebecca Brown,Health,763.53,2021-10-01,Accident,539.08,In Review,2022-11-14,11,Tony Randall,West
acfce7cc-f9f4-44ae-9bf4-3044e785e99f,10858,Anita White,Auto,1574.58,2021-02-19,Medical,1315.63,Open,2025-01-31,34,Mrs. Donna Hall,South
82fc8256-21c0-40e1-afbe-764d45d0ffa7,10450,Deborah Strickland,Home,525.45,2024-09-06,Liability,104.29,Closed,2025-01-14,47,Joseph Myers,North
ef9e23b0-acd9-4ae6-bb44-6c98dec1dcfd,10553,Drew Davis,Home,1790.15,2021-10-26,Fire,1758.35,Paid,2023-11-27,9,Ricardo Cook,North
e37bdf98-464e-4525-a7d9-4ecd00cadef4,10173,Tanya Lin,Health,1682.65,2020-10-07,Fire,1024.88,In Review,2021-12-19,8,Wendy Mccoy,Central
bbf61a8c-cc42-459b-9228-aa1002c59737,10075,Lisa Murray,Home,2208.51,2023-08-31,Theft,2076.81,Paid,2024-01-07,28,Kimberly Jennings,North
bf1d3ab4-6163-4fd0-b682-c6c68c55927f,10797,Nancy Chambers,Auto,2816.72,2021-11-13,Fire,2400.79,Denied,2023-04-20,17,Curtis Tran,Central
5554f423-8c5f-4ab1-a8df-a9e0db20082e,10143,Angie Mendoza,Auto,1642.57,2022-06-24,Liability,882,In Review,2023-07-22,32,Michelle Hale,East
ea86d691-9abf-4dba-a434-be530392de71,10619,Ashley Vance,Auto,2476.74,2022-05-29,Medical,1264.94,Denied,2022-06-07,4,Jasmine Gill,South
ced4b108-5057-4e1f-bd6c-2029ecd04b93,10537,Anthony Gill,Health,2594.05,2024-03-29,Medical,330.47,Closed,2025-01-30,11,Tony Randall,West
38ecb6fd-6382-4df7-a1e3-3b6a7e0cfc33,10141,Jamie Santos,Health,2898.61,2021-04-17,Fire,687.05,Paid,2021-09-11,50,Eric Taylor,Central
fd5e2ee3-62b4-4e28-abce-d06558f6e9a2,10499,James Nunez,Auto,2930.87,2022-08-02,Theft,833.85,Closed,2022-10-31,44,Andrea Turner,North
ad058460-e481-419f-aab8-5eb4ad5dd6de,10648,Cody Cruz,Health,2133.58,2023-03-14,Theft,808.25,Paid,2023-10-13,33,Brian Marshall,South
c71842aa-73a4-45af-b261-41b29f339c34,10160,Amanda Green,Auto,2266.18,2025-03-19,Theft,1657.79,Paid,2025-06-04,1,Jason Olson,North
5fd78d60-e88e-483d-91a6-b3cb5f17d8ed,10172,Kathleen Schmidt,Home,344.79,2022-11-09,Accident,47.31,Paid,2023-05-16,24,Melinda Moody,South
e4ddaed0-e625-4291-96b8-a00a5c0dd964,10861,James Perkins,Life,2393.92,2023-12-14,Medical,2151.65,Open,2024-07-06,12,Melissa Jones,North
2c0a68fc-30f0-40c6-ab3b-8b0aba6e971c,10225,Tyler Hawkins,Home,1016.05,2022-12-08,Theft,457.72,Denied,2024-03-17,46,Christopher Johnson,Central
b9fae81e-3ee9-498d-91ea-90d68545d802,10770,Christopher Wagner,Life,2517.39,2023-03-21,Medical,369.14,Paid,2023-09-16,16,Taylor Blevins,South
7c0d5fbd-001c-4a2a-a638-d8d81ceae07e,10782,Andrew Rios,Health,1765.36,2022-12-01,Medical,187.52,Open,2025-04-01,21,Thomas Fitzgerald,South
352c1832-02bf-484b-98e8-96af5aded5bc,10682,Whitney Leonard,Life,996.34,2022-03-21,Fire,368.27,Closed,2025-06-05,37,Cristina Weiss,North
9f6e9813-aa77-4721-b4b5-d3efd11f75a1,10852,Dylan Cruz,Life,2324.89,2025-02-25,Fire,1425.76,Paid,2025-05-20,44,Andrea Turner,North
920117e7-69c3-4b05-8d11-e407c5f0c107,10016,Heather Munoz,Life,795.19,2022-06-06,Theft,535.02,Paid,2023-06-18,34,Mrs. Donna Hall,South
a0975f95-8574-4909-839e-0433643623dd,10733,Ashley Escobar,Auto,2096.03,2021-04-06,Theft,1917.35,Open,2022-10-24,5,Ryan Kelley,South
d163c731-e8c9-43df-9181-6b654f5ca952,10721,Elizabeth Montgomery,Home,2833.52,2022-01-05,Medical,1026.25,Closed,2023-06-15,50,Eric Taylor,Central
2fa52d59-a222-477d-9d02-740a536e6256,10155,Rebecca Pena,Life,2961.26,2024-05-15,Fire,323.18,Paid,2025-05-29,36,Robert Johnson Jr.,North
af4b0b36-efe1-4d17-8306-d18f110ad149,10083,Debra Leon,Life,1193.42,2023-08-31,Medical,248.72,Paid,2024-01-02,13,Jacqueline Hall,North
2281695b-c322-4db1-950d-5d12ac1f8c37,10744,Charles Richardson,Home,1657.35,2025-02-28,Fire,1168.49,Denied,2025-05-23,20,Dr. Jeffrey Guerrero,Central
0e870b80-a9cd-4aa7-b934-5ce79e3e2c59,10056,Kimberly Gonzalez,Home,2789.06,2021-03-17,Liability,2265.05,Paid,2021-07-18,24,Melinda Moody,South
3291a8e5-fa24-48ae-9a86-10821a013f30,10982,Tracy Hernandez,Auto,2381.46,2020-12-28,Liability,1043.25,Open,2024-11-06,50,Eric Taylor,Central
b28ac6fe-4d0d-48a8-a981-df5a122fdd59,10771,Dylan Davis,Health,598.71,2021-03-30,Accident,151.47,In Review,2022-11-13,35,Dr. Frederick Thomas,East
45b3388b-78b9-464a-a826-1954381a8f20,10462,Scott Bailey,Life,2052.87,2021-11-04,Accident,1271.22,Paid,2022-03-27,27,Andrea Mata,East
628bc672-57a4-4536-89f5-ab7093519faf,10422,Anna Berry,Auto,2431.97,2024-07-04,Theft,2422.2,Paid,2024-09-25,23,Jesse Robertson,West
3412cf05-c191-46fc-8151-a3841784ef0d,10372,Crystal Woodard,Home,349.2,2021-10-07,Theft,231.59,Open,2024-11-23,1,Jason Olson,North
0e6b79c2-aa88-4e65-8d34-e85ff69b6c61,10391,Fernando Gutierrez,Auto,2974.36,2021-08-26,Medical,2910.51,Closed,2023-05-28,47,Joseph Myers,North
13333f21-a9ba-48e7-b3af-c33ceff34de8,10322,Derek Morrison,Auto,2229.41,2020-10-23,Fire,880.17,Paid,2023-08-26,34,Mrs. Donna Hall,South
e3799747-e519-4e54-83ab-a206b065e2de,10970,Jon Vang,Home,1585.34,2021-01-03,Accident,186.62,Paid,2021-06-17,4,Jasmine Gill,South
925468f9-fa0b-4573-b84d-01dc263588b1,10145,Sabrina Martin,Health,1069.07,2021-06-01,Accident,613.28,In Review,2024-11-18,6,Annette Knox,South
a42c8e92-5b3e-4c0f-97df-2a70c9ff75d6,10159,Arthur Johnson,Health,941.62,2024-06-26,Theft,105.65,Open,2024-09-23,34,Mrs. Donna Hall,South
295ec4a8-3f40-4665-ab71-323bd2035318,10143,Angie Mendoza,Auto,1642.57,2022-06-24,Medical,881.15,In Review,2024-07-27,24,Melinda Moody,South
526bb5eb-daa0-41d5-b2f7-499a6c422c3c,10184,Kevin Fleming,Home,2668.82,2024-10-15,Medical,1122.13,Open,2025-05-31,6,Annette Knox,South
adb3ea66-2f14-4a87-b298-5c47af6a7395,10375,Dale Weber,Health,492.21,2025-01-13,Liability,266.6,Paid,2025-02-08,9,Ricardo Cook,North
30d90573-9cd9-4998-bef7-3ee6dd27d97c,10206,Matthew Mason,Home,324.83,2023-06-25,Medical,285.58,Paid,2024-11-13,37,Cristina Weiss,North
bbc2e12b-1c50-43c6-a323-429e1d5056f9,10020,Victor Owens,Auto,1086.32,2021-09-19,Theft,806.58,Paid,2023-02-21,9,Ricardo Cook,North
ea20ca77-b457-4021-bde4-05b3fb5adb34,10565,Molly Meyers,Home,1246.59,2022-01-31,Accident,868.79,Paid,2023-02-28,21,Thomas Fitzgerald,South
c920c055-8698-49ae-9b32-cba0a40e6eae,10050,David Horton,Home,799.11,2023-01-19,Medical,287.17,In Review,2024-03-11,48,Carol Martin,West
4a0d33da-6bf4-4e92-9178-cdd4866b034b,10489,Stacey Meyers,Auto,2866.11,2021-07-01,Fire,1666.47,Paid,2022-06-25,18,Joshua Wilson,Central
c548f4a3-9e39-41f1-8c27-9fcd0bf71d41,10084,Carlos Davis,Health,471.61,2020-11-18,Accident,125.16,Paid,2023-03-11,13,Jacqueline Hall,North
44bcaa04-4560-4977-9caa-885ca41acc06,10445,Teresa Owen,Health,2494.56,2021-02-17,Accident,2252.49,Closed,2025-01-01,38,Stephen Wilson,West
97395ac7-5350-40af-aa15-05c951ace3c1,10541,Karen Sampson,Life,2875.94,2022-03-24,Theft,1807.89,Paid,2022-06-28,11,Tony Randall,West
b799d48d-02e3-475c-b9b5-5d76e98ca89c,10399,Omar Rodgers,Home,2327.35,2025-01-17,Medical,255.74,Paid,2025-04-15,27,Andrea Mata,East
e8ca0038-6623-47bd-a6ff-25d4de4d71f7,10677,Sharon Smith,Health,602.51,2020-09-02,Theft,580.64,Denied,2022-11-28,50,Eric Taylor,Central
bd3f5ce2-bfb4-46a0-a8fe-d6b9a7221f36,10832,Brian Moses,Home,1521.59,2022-09-20,Accident,1321.49,Paid,2024-09-21,30,Kayla Cox,West
48ecac76-7517-4e63-af25-bbe59c3571d9,10556,Zachary Lewis,Home,1389.4,2025-04-27,Fire,428.2,Closed,2025-05-10,6,Annette Knox,South
c3ddb999-c4b6-441c-be2d-62975e7bf2c7,10943,Ricky Morris,Health,2058.84,2021-09-02,Accident,1934.64,Closed,2024-03-04,20,Dr. Jeffrey Guerrero,Central
3b0ecbdf-9d96-4b55-86c2-b84ef91708e0,10741,Carolyn Robinson,Auto,1549.24,2022-07-12,Liability,1059.35,Paid,2022-11-07,21,Thomas Fitzgerald,South
7493bfd5-94a9-4726-baaf-c0e0f2958839,10309,Jesse Callahan,Health,2447,2022-11-21,Accident,921.99,Paid,2025-06-05,16,Taylor Blevins,South
4b71dd39-ef56-4604-97a3-4b06e9bd7503,10517,Gary Cortez,Health,1316.45,2020-11-19,Fire,328.5,Paid,2021-09-01,4,Jasmine Gill,South
8d89652f-4995-4a7c-96c8-dbadab424370,10008,Frances Jones,Auto,2638.68,2021-09-17,Fire,860.65,Paid,2024-09-09,12,Melissa Jones,North
35601c45-29bf-4e8d-a0e4-d1c33cb6ce53,10268,Rebecca Snyder,Auto,2196.71,2024-11-17,Theft,826.65,Open,2025-01-25,29,Jamie Sanchez,South
1ab4b0cd-13fa-4a9f-9be8-96b51d2b95ad,10647,Keith Ramos,Health,1902.7,2022-01-14,Liability,439.1,In Review,2022-06-24,16,Taylor Blevins,South
